"ид_канала_данных","тип_инж_системы","тип_датчика","тег_инженерной_системы","название_датчика","ид_объект"
213103,Пожарная охрана,Состояние УИР-Р,"813-1.1.136.2.",УСРСБ ПК249 Состояние речевого устройства,5113
212116,Температурная подсистема,Датчик температуры,"813-1.1.7.4.",Темп. ПК2+5,5113
212704,Пожарная охрана,Датчик дыма,"813-1.1.63.7.",ДД ПК444+4-пк446+9 (6шт),5113
212702,Пожарная охрана,Датчик дыма,"813-1.1.63.5.",ДД ПК437+9-пк440+8 (7шт),5113
212378,Пожарная охрана,Датчик дыма,"813-1.1.33.2.",ДД ПК234+2-ПК237+9 (9шт),5113
212379,Пожарная охрана,Датчик дыма,"813-1.1.33.3.",ДД ПК238+4-ПК241+3 (7шт),5113
212380,Пожарная охрана,Датчик дыма,"813-1.1.33.4.",ДД ПК241+7-ПК244+5 (7шт),5113
212117,Пожарная охрана,Датчик дыма,"813-1.1.7.5.",ДД ПК2 (3шт),5113
212693,Пожарная охрана,Датчик дыма,"813-1.1.62.6.",ДД ПК434+4-пк437+4 (8шт),5113
213097,Пожарная охрана,Состояние УИР-Р,"813-1.1.135.2.",УСРСБ ПК239 Состояние речевого устройства,5113
212103,Охранная подсистема,Датчик движения,"813-1.1.6.2.",ОД ВШ ПК2,5113
212692,Пожарная охрана,Датчик дыма,"813-1.1.62.5.",ДД ПК430-пк434 (10шт),5113
212371,Охранная подсистема,КД Дверь,"813-1.1.32.3.",КД дверь ПК231 к-р Профсоюзный?,5113
212104,Температурная подсистема,Датчик температуры,"813-1.1.6.3.",Темп. ПК1+5,5113
213241,Пожарная охрана,Состояние УИР-Р,"813-1.1.159.2.",УСРСБ ПК434 Состояние речевого устройства,5113
212370,Охранная подсистема,Датчик движения,"813-1.1.32.2.",ОД АВ ПК231,5113
212106,Диспетчерский контроль,Датчик затопления,"813-1.1.6.5.",Затопление ПК0,5113
212372,Пожарная охрана,Датчик дыма,"813-1.1.32.5.",ДД ПК231-ПК233+7 (8шт),5113
212108,Пожарная охрана,Датчик дыма,"813-1.1.6.7.",ДД ПК0-ПК1 (5шт),5113
213091,Пожарная охрана,Состояние УИР-Р,"813-1.1.134.2.",УСРСБ ПК231 Состояние речевого устройства,5113
212107,Охранная подсистема,Датчик движения,"813-1.1.6.6.",ОД ПК394,5113
212684,Охранная подсистема,Датчик движения,"813-1.1.61.7.",ОД люк ПК428,5113
212356,Охранная подсистема,КД АВ,"813-1.1.31.2.",КД АВ ПК156,5113
212119,Пожарная охрана,Датчик дыма,"813-1.1.7.7.",ДД ПК2+4-ПК5+5 (9шт),5113
212670,Охранная подсистема,КД АВ,"813-1.1.60.2.",КД АВ ПК415,5113
212357,Охранная подсистема,Датчик движения,"813-1.1.31.3.",ОД АВ ПК156,5113
212125,Пожарная охрана,Датчик дыма,"813-1.1.8.2.","ДД ПК5+9-ПК9+9,5 (10шт)",5113
212671,Охранная подсистема,Датчик движения,"813-1.1.60.3.",ОД ВШ ПК414+9,5113
212359,Охранная подсистема,КД Дверь,"813-1.1.31.5.",КД дверь в ВК ПК155,5113
212126,Пожарная охрана,Датчик дыма,"813-1.1.8.3.",ДД ПК9+8-ПК12+8 (10шт),5113
212672,Температурная подсистема,Датчик температуры,"813-1.1.60.4.",Темп. ПК414+9,5113
212673,Пожарная охрана,Датчик дыма,"813-1.1.60.6.",ДД ПК414+5-пк418+5 (10шт),5113
212680,Пожарная охрана,Датчик дыма,"813-1.1.61.3.",ДЫМ ПК418+9-пк421+4 (6шт),5113
212682,Пожарная охрана,Датчик дыма,"813-1.1.61.5.",ДЫМ ПК427+1-пк429+6 (6шт),5113
212360,Охранная подсистема,Датчик движения,"813-1.1.31.6.",ОД ПК155,5113
212127,Пожарная охрана,Датчик дыма,"813-1.1.8.4.",ДД ПК13+3-ПК16+5 (10шт),5113
212362,Температурная подсистема,Датчик температуры,"813-1.1.31.8.",Темп. ПК155 АНС,5113
212983,Пожарная охрана,Состояние УИР-Р,"813-1.1.116.2.",УСРСБ ПК11 Состояние речевого устройства,5113
212679,Пожарная охрана,Датчик дыма,"813-1.1.61.2.",ДЫМ ПК421+6-пк423+7 (6шт),5113
212361,Диспетчерский контроль,Датчик затопления,"813-1.1.31.7.",Затопление ПК155,5113
212681,Пожарная охрана,Датчик дыма,"813-1.1.61.4.",ДЫМ ПК424-пк426+6 (7шт),5113
212358,Пожарная охрана,Датчик дыма,"813-1.1.31.4.",ДД ПК156 (3шт),5113
212977,Пожарная охрана,Состояние УИР-Р,"813-1.1.115.2.",УСРСБ ПК2 Состояние речевого устройства,5113
212363,Пожарная охрана,Датчик дыма,"813-1.1.31.9.",ДД ПК153+7-ПК155 (10шт),5113
212971,Пожарная охрана,Состояние УИР-Р,"813-1.1.114.2.",УСРСБ ПК0 Состояние речевого устройства,5113
212665,Охранная подсистема,КД Дверь,"813-1.1.59.4.",КД дверь отс. ПК414,5113
212364,Пожарная охрана,Датчик дыма,"813-1.1.31.10.",ДД ПК150+5-ПК153+3 (8шт),5113
212604,Пожарная охрана,Датчик дыма,"813-1.1.53.8.",ДД ПК353+9-ПК357+9 (10шт),5113
212663,Охранная подсистема,Датчик движения,"813-1.1.59.2.",ОД АВ ПК415,5113
212664,Температурная подсистема,Датчик температуры,"813-1.1.59.3.",Темп. ПК413+7,5113
212666,Пожарная охрана,Датчик дыма,"813-1.1.59.5.",ДД ПК409+9-пк414 (10шт),5113
213085,Пожарная охрана,Состояние УИР-Р,"813-1.1.133.2.",УСРСБ ПК156 Состояние речевого устройства,5113
213229,Пожарная охрана,Состояние УИР-Р,"813-1.1.157.2.",УСРСБ ПК414 Состояние речевого устройства,5113
213235,Пожарная охрана,Состояние УИР-Р,"813-1.1.158.2.",УСРСБ ПК424 Состояние речевого устройства,5113
212654,Охранная подсистема,Датчик движения,"813-1.1.58.2.",ОД ПК402+5,5113
212657,Пожарная охрана,Датчик дыма,"813-1.1.58.5.",ДД ПК401+5-пк404+9 (10шт),5113
212350,Пожарная охрана,Датчик дыма,"813-1.1.30.7.",ДД ПК147+5-ПК150+1 (6шт),5113
212093,Охранная подсистема,КД Дверь,"813-1.1.5.2.",КД дверь в к-р Зюзино ПК396Г3ПК0,5113
212658,Пожарная охрана,Датчик дыма,"813-1.1.58.6.",ДД ПК405+4-пк409+4 (10шт),5113
212349,Пожарная охрана,Датчик дыма,"813-1.1.30.6.",ДД ПК145+2-ПК147+3 (6шт),5113
212081,Охранная подсистема,КД Дверь,"813-1.1.4.2.",КД дверь в Тех.коридор ПК396Г3ПК2,5113
213223,Пожарная охрана,Состояние УИР-Р,"813-1.1.156.2.",УСРСБ ПК405 Состояние речевого устройства,5113
212348,Пожарная охрана,Датчик дыма,"813-1.1.30.5.",ДД ПК139-ПК141+8 (7шт),5113
212082,Охранная подсистема,КД Дверь,"813-1.1.4.3.",КД дверь в к-р Академический ПК396Г3ПК1,5113
212347,Пожарная охрана,Датчик дыма,"813-1.1.30.4.",ДД ПК142-ПК144+9 (7шт),5113
212083,Охранная подсистема,Датчик движения,"813-1.1.4.4.",ОД к ДП Зюзино ПК396Г3ПК1,5113
213079,Пожарная охрана,Состояние УИР-Р,"813-1.1.132.2.",УСРСБ ПК145 Состояние речевого устройства,5113
212337,Охранная подсистема,КД Дверь,"813-1.1.29.3.",КД дверь отс. ПК134,5113
212328,Охранная подсистема,КД Дверь,"813-1.1.28.5.",КД дверь в ВК ПК133,5113
212325,Охранная подсистема,КД АВ,"813-1.1.28.2.",КД АВ ПК133,5113
212326,Охранная подсистема,Датчик движения,"813-1.1.28.3.",ОД АВ ПК133,5113
212084,Охранная подсистема,КД Дверь,"813-1.1.4.5.",КД дверь склад ПК396Г3ПК0,5113
212327,Пожарная охрана,Датчик дыма,"813-1.1.28.4.",ДД ПК133 (3шт),5113
212086,Охранная подсистема,Датчик движения,"813-1.1.4.7.",ОД к склад ПК396Г3ПК0,5113
212330,Пожарная охрана,Датчик дыма,"813-1.1.28.7.",ДД ПК133 (3шт) ,5113
212087,Пожарная охрана,Датчик дыма,"813-1.1.4.8.","ДД Тех.коридор, Склад (6шт)   ПК396Г3ПК0",5113
212329,Пожарная охрана,Датчик дыма,"813-1.1.28.6.",ДД ПК129+7-ПК133 (8шт),5113
212085,Пожарная охрана,Датчик дыма,"813-1.1.4.6.",ДД Тех.коридор к ДП (5шт)  ПК396Г3ПК1,5113
212336,Охранная подсистема,Датчик движения,"813-1.1.29.2.",ОД ВШ ПК134,5113
212338,Пожарная охрана,Датчик дыма,"813-1.1.29.4.",ДД ПК134+3-ПК136 (6шт),5113
212095,Пожарная охрана,Датчик дыма,"813-1.1.5.4.",ДД Тех.коридор к к-р (2шт)   ПК396Г3ПК2,5113
212339,Пожарная охрана,Датчик дыма,"813-1.1.29.5.",ДД ПК136+3-ПК138+6 (6шт),5113
212094,Охранная подсистема,Датчик движения,"813-1.1.5.3.",ОД ПК396Г3ПК0,5113
213073,Пожарная охрана,Состояние УИР-Р,"813-1.1.131.2.",УСРСБ ПК133 Состояние речевого устройства,5113
212096,Пожарная охрана,Датчик дыма,"813-1.1.5.5.",ДД ПК392+8-ПК396+6 (10шт),5113
212097,Пожарная охрана,Датчик дыма,"813-1.1.5.6.",ДД ПК397+1-ПК401+2 (10шт),5113
212630,Охранная подсистема,КД Дверь,"813-1.1.56.5.",КД дверь отс. ПК386,5113
212314,Охранная подсистема,КД Люк,"813-1.1.27.3.",КД люк 4-с ПК126 ,5113
212965,Пожарная охрана,Состояние УИР-Р,"813-1.1.113.2.",УСРСБ Тех.коридор ПК0 Состояние речевого устройства,5113
212644,Охранная подсистема,КД Дверь,"813-1.1.57.6.",КД дверь ПК385-1 щитовая,5113
212645,Охранная подсистема,КД АВ,"813-1.1.57.7.",КД АВ ПК385,5113
212646,Охранная подсистема,Датчик движения,"813-1.1.57.8.",ОД АВ ПК385,5113
212319,Пожарная охрана,Датчик дыма,"813-1.1.27.8.",ДД ПК126+4-ПК129+3 (8шт),5113
212647,Охранная подсистема,КД Дверь,"813-1.1.57.9.",КД дверь отс. в ВК ПК387,5113
212318,Пожарная охрана,Датчик дыма,"813-1.1.27.7.",ДД ПК122+8-ПК125+6 (9шт),5113
213067,Пожарная охрана,Состояние УИР-Р,"813-1.1.130.2.",УСРСБ ПК126 Состояние речевого устройства,5113
212643,Пожарная охрана,Датчик дыма,"813-1.1.57.5.","ДД ПК385-ПК387 ЭЩ(3шт), АВ(3шт), ВШ(3шт)",5113
212648,Охранная подсистема,Датчик движения,"813-1.1.57.10.",ОД ВШ ПК387+3,5113
212629,Температурная подсистема,Датчик температуры,"813-1.1.56.4.",Темп. ПК387,5113
212628,Температурная подсистема,Датчик температуры,"813-1.1.56.3.",Темп. ПК386+9,5113
